dir,name,T[mK],f[GHz],P[dBm],Qi,Qi err,Qc,Qc err,Ql,Ql err,fr[GHz],fr err[GHz],theta0[rad],phi0[deg],phi0_err[deg],chi_square
C:\Users\Shay\OneDrive - Technion\Guy\FlipChip1\coupledResonators,4.177 GHz -20.0 dBm 8.0 mK 2022_08_24___13_59_53.npz,8.0,4.177,-20.0,293052.83086319896,360086.0543193392,5653.379405598463,360086.0543193392,5546.38230408228,117.13688406659726,4176974583.04535,7462.001479260665,-2.5633313776430176,0.5782612710055512,0.01786818539052637
